open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-22,16.35,16.59,16.48,16.22,39470.97,0.39,2.42,16.054,15.479,15.202,39435.06,36783.95,36796.83,1.35
2016-02-19,15.92,16.18,16.08,15.3,29235.78,0.11,0.69,15.768,15.241,15.156,37185.64,35549.91,36920.67,1.0
2016-02-18,16.12,16.36,15.98,15.8,46518.39,-0.14,-0.87,15.612,15.03,15.123,38936.48,36454.33,37611.85,1.59
2016-02-17,15.6,16.7,16.11,15.55,52116.73,0.5,3.2,15.446,14.788,15.121,37650.88,34504.03,38697.37,1.78
2016-02-16,15.11,15.71,15.62,15.1,29833.41,0.59,3.92,15.118,14.576,15.08,31664.42,33346.21,38743.47,1.02
2016-02-15,14.68,15.19,15.05,14.54,28223.87,-0.25,-1.63,14.904,14.467,15.064,34132.84,34157.89,40305.9,0.97
2016-02-05,15.02,15.9,15.3,15.02,37989.99,0.15,0.99,14.714,14.552,15.106,33914.19,34565.89,41796.52,1.3
2016-02-04,14.52,15.25,15.15,14.52,40090.4,0.67,4.63,14.448,14.579,15.225,33972.18,33295.33,43083.57,1.37
2016-02-03,14.5,14.53,14.47,14.25,22184.43,-0.07,-0.48,14.13,14.604,15.369,31357.17,33820.38,41683.2,0.76
2016-02-02,14.15,14.71,14.55,14.05,42175.52,0.46,3.27,14.034,14.758,15.648,35027.99,36015.72,42412.93,1.44
2016-02-01,13.99,14.28,14.1,13.9,27130.6,0.12,0.86,14.03,14.925,15.912,34182.93,36809.71,43515.56,0.93
2016-01-29,13.59,14.21,13.97,13.3,38279.97,0.4,2.95,14.39,15.071,16.242,35217.6,38291.43,44501.0,1.31
2016-01-28,13.96,14.21,13.56,13.4,27015.35,-0.45,-3.21,14.71,15.216,16.692,32618.48,38769.36,46885.12,0.92
2016-01-27,14.64,14.69,13.99,13.26,40538.52,-0.51,-3.52,15.078,15.454,17.107,36283.59,42890.71,46969.85,1.39
2016-01-26,15.76,15.88,14.53,14.38,37950.22,-1.38,-8.67,15.482,15.583,17.496,37003.44,44140.74,47568.2,1.3
2016-01-25,15.78,16.15,15.9,15.66,32303.94,0.32,2.05,15.82,15.66,17.864,39436.48,46453.91,49260.22,1.11
2016-01-22,15.5,15.81,15.57,15.13,25284.37,0.13,0.84,15.752,15.66,18.229,41365.26,49027.15,49985.07,0.87
2016-01-21,15.7,16.2,15.4,15.0,45340.89,-0.6,-3.75,15.722,15.87,18.603,44920.24,52871.81,52477.98,1.55
2016-01-20,16.05,16.38,16.01,15.75,44137.8,-0.21,-1.29,15.83,16.134,19.038,49497.83,49546.02,53716.3,1.51
2016-01-19,15.55,16.25,16.22,15.33,50115.39,0.67,4.31,15.684,16.538,19.428,51278.04,48810.15,54182.43,1.72
2016-01-18,14.97,15.72,15.56,14.7,41947.85,0.17,1.1,15.5,16.899,19.814,53471.33,50221.42,55042.69,1.44
2016-01-15,15.71,16.1,15.42,15.21,43059.26,-0.55,-3.44,15.568,17.412,20.236,56689.04,50710.57,58406.8,1.47
2016-01-14,14.86,16.0,15.94,14.39,68228.87,0.7,4.59,16.018,18.168,20.631,60823.37,55000.88,60819.12,2.34
2016-01-13,15.45,15.88,15.28,14.75,53038.81,0.01,0.07,16.438,18.759,20.946,49594.2,51048.98,59500.24,1.82
2016-01-12,15.9,16.1,15.3,15.0,61081.87,-0.6,-3.77,17.392,19.409,21.298,46342.26,50995.67,59387.8,2.09
2016-01-11,16.59,17.24,15.9,15.9,58036.37,-1.77,-10.02,18.298,20.068,21.648,46971.51,52066.53,58356.88,1.99
2016-01-08,18.5,18.57,17.67,16.3,63730.94,-0.37,-2.05,19.256,20.797,21.947,44732.11,50942.98,57791.95,2.18
2016-01-07,19.7,19.7,18.04,18.04,12083.0,-2.0,-9.98,20.318,21.335,22.174,49178.38,52084.16,61014.55,0.41
2016-01-06,19.9,20.28,20.05,19.53,36779.14,0.18,0.91,21.08,21.942,22.337,52503.76,57886.59,63078.9,1.26
2016-01-05,19.0,21.15,19.83,19.0,64228.1,-0.86,-4.16,21.426,22.317,22.387,55649.07,59554.71,64246.35,2.2
2016-01-04,22.8,22.84,20.69,20.68,46839.38,-2.28,-9.93,21.838,22.729,22.497,57161.55,59863.96,64191.02,1.6
2015-12-31,21.9,23.38,22.98,21.9,85962.29,1.14,5.22,22.338,23.059,22.535,57153.86,66103.03,64921.16,2.94
2015-12-30,21.88,21.96,21.85,21.36,28709.9,0.08,0.37,22.352,23.094,22.445,54989.93,66637.36,62594.47,0.98
2015-12-29,21.86,22.27,21.78,21.3,52505.66,-0.1,-0.46,22.804,23.133,22.393,63269.41,67951.5,63397.64,1.8
2015-12-28,23.2,23.4,21.89,21.85,71790.53,-1.31,-5.65,23.208,23.187,22.366,63460.36,67779.93,64901.54,2.46
2015-12-25,23.18,23.3,23.19,22.82,46800.9,0.15,0.65,23.62,23.227,22.294,62566.37,64647.24,65422.61,1.6
2015-12-24,24.05,24.05,23.05,22.88,75142.68,-1.06,-4.4,23.78,23.097,22.193,75052.2,64640.92,67915.0,2.57
2015-12-23,23.97,24.44,24.11,23.66,70107.29,0.33,1.39,23.836,23.012,22.217,78284.79,69944.93,66730.18,2.4
2015-12-22,23.8,24.1,23.8,23.5,53460.38,-0.11,-0.46,23.462,22.731,22.204,72633.58,68271.22,66575.31,1.83
2015-12-21,24.2,24.8,23.95,23.7,67320.6,-0.04,-0.17,23.166,22.457,22.196,72099.51,68937.98,67161.6,2.3
2015-12-18,23.53,24.66,23.99,23.43,109230.05,0.65,2.79,22.834,22.264,22.163,66728.1,68518.08,68161.18,3.74
2015-12-17,22.5,23.35,23.33,22.5,91305.61,1.12,5.04,22.414,22.01,22.175,54229.64,63739.3,67789.46,3.13
2015-12-16,22.59,22.65,22.24,22.15,41851.26,-0.08,-0.36,22.188,21.795,22.204,61605.08,58551.57,69257.21,1.43
2015-12-15,22.24,22.66,22.32,22.01,50790.04,0.03,0.14,22.0,21.652,22.293,63908.85,58843.78,74988.29,1.74
2015-12-14,21.61,22.31,22.29,21.5,40463.54,0.41,1.87,21.748,21.545,22.482,65776.45,62023.15,80695.08,1.39
2015-12-11,21.81,22.39,21.89,21.6,46737.76,-0.31,-1.4,21.694,21.36,22.67,70308.06,66197.99,83994.79,1.6
2015-12-10,21.85,23.36,22.2,21.84,128182.8,0.93,4.37,21.606,21.288,22.823,73248.95,71189.08,90839.46,4.39
2015-12-09,21.06,21.87,21.3,21.01,53370.13,0.25,1.19,21.402,21.421,22.914,55498.06,63515.43,90435.71,1.83
2015-12-08,21.93,21.93,21.06,21.0,60128.03,-0.96,-4.36,21.304,21.676,23.082,53778.7,64879.39,95351.19,2.06
2015-12-07,21.45,22.15,22.02,21.09,63121.57,0.58,2.71,21.342,21.934,23.268,58269.85,65385.22,102445.8,2.16
2015-12-04,21.1,21.88,21.45,21.03,61442.24,0.28,1.32,21.026,22.062,23.294,62087.93,67804.28,104367.83,2.1
2015-12-03,20.66,21.32,21.18,20.66,39428.35,0.36,1.73,20.97,22.34,23.338,69129.2,71839.62,105013.7,1.35
2015-12-02,21.3,21.37,20.81,20.3,44773.31,-0.4,-1.89,21.44,22.613,23.389,71532.79,79962.84,110108.6,1.53
2015-12-01,20.38,22.0,21.25,20.01,82583.76,0.83,4.07,22.048,22.933,23.441,75980.09,91132.81,112911.34,2.83
2015-11-30,21.18,21.98,20.44,19.29,82211.97,-0.74,-3.49,22.526,23.418,23.423,72500.6,99367.01,112406.99,2.81
2015-11-27,23.35,23.43,21.17,21.17,96648.6,-2.35,-9.99,23.098,23.979,23.423,73520.63,101791.59,111634.76,3.31
2015-11-26,23.85,24.08,23.53,23.5,51446.29,-0.31,-1.3,23.71,24.357,23.395,74550.04,110489.85,109815.49,1.76
2015-11-25,23.4,24.15,23.85,23.4,67009.81,0.23,0.97,23.786,24.407,23.266,88392.9,117356.0,110610.73,2.29
2015-11-24,23.26,23.75,23.64,22.86,65186.31,0.33,1.42,23.818,24.487,23.104,106285.54,125822.98,112165.27,2.23
2015-11-23,24.55,24.61,23.3,23.25,87312.13,-0.9,-3.72,24.31,24.602,23.012,126233.41,139506.37,114145.26,2.99
2015-11-20,23.93,24.49,24.23,23.53,101795.66,0.32,1.34,24.86,24.526,22.939,130062.55,140931.38,118704.06,3.48
2015-11-19,23.72,24.26,23.91,23.01,120660.59,-0.12,-0.5,25.004,24.336,22.849,146429.66,138187.78,123305.46,4.13
2015-11-18,26.17,26.28,24.01,23.8,156473.0,-2.07,-7.94,25.028,24.165,22.673,146319.11,140254.35,124176.02,5.36
2015-11-17,27.62,27.69,26.1,25.9,164925.69,0.04,0.15,25.156,23.949,22.4,145360.43,134689.86,120988.1,5.65
2015-11-16,24.51,26.28,26.05,24.1,106457.82,1.09,4.37,24.894,23.428,22.092,152779.33,125446.98,116400.75,3.64
2015-11-13,24.1,26.35,24.95,24.1,183631.2,0.92,3.83,24.192,22.867,21.772,151800.2,121477.94,116252.91,6.29
2015-11-12,24.62,24.64,24.03,23.68,120107.83,-0.59,-2.4,23.668,22.433,21.545,129945.9,109141.13,115046.76,4.11
2015-11-11,24.2,25.1,24.65,23.8,151679.59,-0.14,-0.56,23.302,22.124,21.341,134189.6,103865.45,115390.24,5.19
2015-11-10,23.5,24.79,24.79,23.5,202020.19,2.25,9.98,22.742,21.721,21.054,124019.3,98507.55,116786.59,6.92
2015-11-09,22.04,23.11,22.54,22.04,101562.21,0.21,0.94,21.962,21.421,20.739,98114.64,88784.15,112512.85,3.48
2015-11-06,22.18,22.65,22.33,22.0,74359.66,0.12,0.54,21.542,21.352,20.453,91155.67,96476.73,112484.83,2.55
2015-11-05,22.3,23.15,22.2,21.88,141326.34,0.35,1.6,21.198,21.362,20.146,88336.36,108423.15,111193.88,4.84
2015-11-04,20.95,21.99,21.85,20.93,100828.08,0.96,4.6,20.946,21.181,19.849,73541.3,108097.69,107905.47,3.45
2015-11-03,20.89,21.33,20.89,20.0,72496.91,0.45,2.2,20.7,20.85,19.54,72995.81,107286.34,107140.64,2.48
2015-11-02,20.35,21.3,20.44,19.86,66767.37,-0.17,-0.82,20.88,20.756,19.269,79453.67,107354.52,107428.15,2.29
2015-10-30,20.85,21.0,20.61,20.5,60263.1,-0.28,-1.34,21.162,20.677,19.001,101797.79,111027.87,106162.2,2.06
2015-10-29,21.02,21.36,20.94,20.65,67351.04,0.32,1.55,21.526,20.656,18.735,128509.94,120952.39,106742.05,2.31
2015-10-28,21.9,22.12,20.62,20.2,98100.62,-1.16,-5.33,21.416,20.558,18.458,142654.08,126915.02,106311.81,3.36
2015-10-27,21.49,22.18,21.79,20.39,104786.21,-0.06,-0.28,21.0,20.386,18.185,141576.87,135065.63,105620.38,3.59
2015-10-26,23.32,23.46,21.85,21.06,178488.0,-0.58,-2.59,20.632,20.057,17.844,135255.37,136241.55,104451.05,6.11
2015-10-23,21.21,22.43,22.43,20.71,193823.84,2.04,10.01,20.192,19.553,17.479,120257.95,128492.93,98549.95,6.63
2015-10-22,18.65,20.39,20.39,18.65,138071.73,1.85,9.98,19.786,18.929,17.058,113394.85,113964.62,91822.64,4.73
2015-10-21,19.96,20.5,18.54,18.23,92714.55,-1.39,-6.97,19.7,18.517,16.736,111175.96,107713.25,89358.21,3.17
2015-10-20,19.86,20.39,19.95,19.66,73178.73,0.32,1.63,19.772,18.23,16.541,128554.4,106994.94,88712.48,2.5
2015-10-19,20.55,20.7,19.65,19.56,103500.92,-0.76,-3.72,19.482,17.782,16.211,137227.73,107501.79,89083.0,3.54
2015-10-16,20.32,21.0,20.4,19.5,159508.31,0.42,2.1,18.914,17.325,15.951,136727.91,101296.53,90893.05,5.46
2015-10-15,18.61,20.2,19.96,18.61,126977.31,1.08,5.72,18.072,16.814,15.735,114534.39,92531.7,88662.64,4.35
2015-10-14,18.15,19.9,18.9,17.81,179606.73,0.4,2.16,17.334,16.358,15.468,104250.53,85708.6,86410.59,6.15
2015-10-13,16.61,18.5,18.5,16.6,116545.37,1.68,9.99,16.688,15.983,15.254,85435.48,76175.14,82184.37,3.99
2015-10-12,16.2,17.18,16.81,16.01,101001.85,0.62,3.83,16.082,15.63,15.022,77775.84,72660.54,79388.49,3.46
2015-10-09,16.11,16.33,16.19,15.99,48540.67,-0.07,-0.43,15.736,15.404,14.82,65865.14,68606.96,76962.9,1.66
2015-10-08,16.03,16.5,16.27,15.75,75558.01,0.61,3.9,15.556,15.187,14.628,70529.0,69680.66,78045.96,2.59
2015-09-30,15.3,15.85,15.67,14.98,85531.49,0.2,1.29,15.382,14.955,14.488,67166.68,71003.17,78217.35,2.93
2015-09-29,14.96,16.0,15.47,14.81,78247.2,0.38,2.52,15.278,14.852,14.452,66914.79,70430.02,77932.86,2.68
2015-09-28,14.95,15.28,15.08,14.3,41448.35,-0.21,-1.37,15.178,14.639,14.501,67545.24,70664.22,79911.88,1.42
2015-09-25,15.5,15.95,15.29,15.03,71859.97,-0.1,-0.65,15.072,14.577,14.496,71348.77,80489.57,84741.11,2.46
2015-09-24,15.22,15.7,15.4,15.1,58746.39,0.26,1.72,14.818,14.655,14.509,68832.31,84793.59,87664.03,2.01
2015-09-23,14.94,15.45,15.15,14.6,84272.05,0.2,1.34,14.528,14.577,14.604,74839.67,87112.57,86046.36,2.88
2015-09-22,14.53,15.19,14.97,14.48,81399.43,0.44,3.03,14.426,14.525,14.807,73945.25,88193.61,84374.37,2.79
2015-09-21,13.9,14.57,14.55,13.73,60466.03,0.54,3.85,14.1,14.413,15.076,73783.21,86116.45,87214.27,2.07
2015-09-18,14.1,14.4,14.02,13.51,59277.66,0.04,0.29,14.082,14.235,15.413,89630.36,85318.85,91928.28,2.03
2015-09-17,14.58,15.35,13.95,13.92,88783.16,-0.7,-4.78,14.492,14.069,15.752,100754.88,86411.26,95076.24,3.04
2015-09-16,13.43,14.65,14.64,13.4,79799.99,1.32,9.91,14.626,14.02,16.062,99385.47,85431.53,96147.79,2.73
2015-09-15,13.74,14.25,13.34,13.1,80589.21,-1.12,-7.75,14.624,14.051,16.45,102441.97,85435.7,97522.71,2.76
2015-09-14,16.62,16.64,14.46,14.46,139701.77,-1.61,-10.02,14.726,14.363,16.881,98449.69,89159.54,101431.96,4.78
2015-09-11,15.0,16.07,16.07,14.61,114900.25,1.46,9.99,14.388,14.414,17.228,81007.34,88992.66,101712.36,3.93
2015-09-10,14.0,15.28,14.62,13.8,81936.15,-0.02,-0.14,13.646,14.363,17.425,72067.64,90534.47,102005.86,2.8
2015-09-09,13.95,14.88,14.63,13.95,95082.47,0.77,5.56,13.414,14.63,17.679,71477.58,84980.15,103910.79,3.25
2015-09-08,12.89,13.98,13.85,12.67,60627.79,1.09,8.54,13.478,15.088,17.924,68429.43,80555.14,103801.5,2.08
2015-09-07,12.92,13.38,12.77,12.63,52490.04,0.37,2.98,14.0,15.739,18.131,79869.39,88312.1,104161.3,1.8
2015-09-02,12.3,14.11,12.36,12.3,70201.74,-1.1,-8.17,14.44,16.591,18.36,96977.99,98537.72,104567.25,2.4
2015-09-01,14.78,14.78,13.46,13.46,78985.85,-1.5,-10.03,15.08,17.434,18.617,109001.3,103741.22,106218.95,2.7
2015-08-31,16.13,16.2,14.95,14.95,79841.72,-1.51,-9.17,15.846,18.104,18.812,98482.73,106864.05,106984.29,2.73
2015-08-28,15.4,16.46,16.46,15.0,117827.6,1.5,10.03,16.698,18.849,18.853,92680.85,109609.73,107384.89,4.03
2015-08-27,15.5,16.5,14.97,14.0,138033.02,-0.59,-3.79,17.478,19.398,18.905,96754.8,113704.38,105345.29,4.72
2015-08-26,17.0,18.35,15.56,15.56,130318.31,-1.73,-10.01,18.742,20.042,19.087,100097.45,114432.06,102945.9,4.46
2015-08-25,17.29,17.29,17.29,17.29,26393.0,-1.92,-9.99,19.788,20.486,19.281,98481.13,113477.25,100760.9,0.9
2015-08-24,20.0,20.4,19.21,19.21,50832.3,-2.13,-9.98,20.362,20.727,19.349,115245.36,122841.42,105103.36,1.74
2015-08-21,20.62,21.9,20.36,19.18,138197.38,-0.89,-4.19,21.0,20.76,19.423,126538.6,127047.87,107525.57,4.73
2015-08-20,20.98,22.67,21.29,20.3,154746.27,0.68,3.3,21.318,20.522,19.555,130653.97,120010.51,107255.7,5.3
2015-08-19,19.0,21.0,20.79,18.14,122236.72,0.63,3.12,21.342,20.128,19.697,128766.66,110596.78,106575.77,4.18
2015-08-18,22.4,22.4,20.16,20.16,110214.14,-2.24,-10.0,21.184,19.8,19.783,128473.37,108696.69,106623.23,3.77
2015-08-17,21.67,22.49,22.4,21.43,107298.51,0.46,2.1,21.092,19.519,19.836,130437.47,107104.54,105345.14,3.67
2015-08-14,21.61,22.83,21.95,21.61,158774.2,0.57,2.67,20.52,18.856,19.774,127557.13,105160.06,105904.42,5.43
2015-08-13,20.23,21.54,21.41,20.01,145309.73,1.41,7.05,19.726,18.412,19.733,109367.04,96986.2,102759.24,4.97
2015-08-12,19.35,20.64,20.0,19.1,120770.27,0.31,1.57,18.914,18.131,19.666,92426.9,91459.75,102925.4,4.13
2015-08-11,19.6,20.12,19.7,19.0,120034.65,0.15,0.77,18.416,18.076,19.771,88920.0,88044.54,101185.21,4.11
2015-08-10,18.22,19.65,19.54,18.22,92896.78,1.57,8.74,17.946,17.971,20.014,83771.6,87365.31,105374.57,3.18
2015-08-07,17.47,17.99,17.98,17.47,67823.78,0.61,3.51,17.192,18.086,20.401,82762.98,88003.27,111513.33,2.32
2015-08-06,16.94,17.98,17.35,16.81,60609.0,-0.15,-0.86,17.098,18.587,20.783,84605.36,94500.89,116331.12,2.07
2015-08-05,17.4,18.36,17.51,17.1,103235.81,0.16,0.92,17.348,19.266,21.079,90492.6,102554.76,119510.67,3.53
2015-08-04,16.2,17.35,17.35,15.8,94292.63,1.58,10.02,17.736,19.765,21.454,87169.08,104549.78,123074.95,3.23
2015-08-03,17.39,17.39,15.77,15.77,87853.7,-1.75,-9.99,17.996,20.153,21.778,90959.02,103585.74,126782.92,3.01
2015-07-31,17.71,18.4,17.51,17.02,77035.64,-1.07,-5.76,18.98,20.692,22.254,93243.56,106648.78,129904.7,2.64
2015-07-30,19.44,19.74,18.6,18.41,90045.23,-0.85,-4.37,20.076,21.053,22.727,104396.42,108532.27,131535.01,3.08
2015-07-29,19.12,19.5,19.45,17.2,86618.22,0.82,4.4,21.184,21.201,23.199,114616.91,114391.06,132072.05,2.96
2015-07-28,18.76,20.2,18.65,18.62,113242.29,-2.04,-9.86,21.794,21.466,23.586,121930.47,114325.88,132080.92,3.88
2015-07-27,22.3,23.65,20.69,20.69,99276.44,-2.3,-10.0,22.31,22.057,24.057,116212.45,123383.84,130234.33,3.4
2015-07-24,24.0,24.55,22.99,22.38,132799.91,-1.15,-4.76,22.404,22.716,24.583,120054.0,135023.38,129589.61,4.55
2015-07-23,23.2,24.26,24.14,23.0,141147.69,1.68,7.48,22.03,22.978,25.0,112668.13,138161.35,127490.18,4.83
2015-07-22,21.24,22.5,22.5,21.24,123186.04,1.28,6.03,21.218,22.891,25.41,114165.21,136466.58,128089.32,4.22
2015-07-21,20.85,21.49,21.23,20.16,84652.19,0.09,0.43,21.138,23.142,25.87,106721.29,141600.12,131898.5,2.9
2015-07-20,21.1,21.49,21.16,20.1,118484.16,0.06,0.28,21.804,23.402,26.569,130555.22,149980.11,135657.18,4.06
2015-07-17,20.5,21.97,21.12,20.2,95870.55,1.05,5.23,23.028,23.815,27.23,149992.77,153160.61,138386.76,3.28
2015-07-16,19.98,22.3,20.08,19.89,148633.12,-2.02,-9.14,23.926,24.4,27.867,163654.57,154537.76,147044.89,5.09
2015-07-15,22.78,23.04,22.1,22.1,85966.42,-2.46,-10.02,24.564,25.197,28.53,158767.95,149753.04,149835.16,2.94
2015-07-14,26.4,26.99,24.56,24.56,203821.83,-2.73,-10.0,25.146,25.706,28.94,176478.95,149835.97,154530.24,6.98
2015-07-13,25.63,27.9,27.28,25.63,215671.91,1.67,6.52,25.0,26.057,29.122,169405.01,137084.82,151303.74,7.38
2015-07-10,22.2,25.61,25.61,22.1,164179.59,2.33,10.01,24.602,26.449,29.108,156328.46,124155.83,144964.95,5.62
2015-07-01,25.0,25.8,23.27,22.8,124199.99,-1.74,-6.96,24.874,27.021,29.198,145420.94,116819.01,142739.0,4.25
2015-06-30,23.82,25.13,25.01,21.44,174521.44,1.19,5.0,25.83,27.929,29.447,140738.14,119712.07,142160.16,5.97
2015-06-29,26.5,26.98,23.83,22.82,168452.12,-1.45,-5.74,26.266,28.597,29.555,123192.98,122196.88,138338.64,5.77
2015-06-26,27.0,27.5,25.29,24.27,150289.14,-1.68,-6.23,27.114,29.735,29.653,104764.62,121334.25,136335.98,5.14
2015-06-25,28.0,28.5,26.97,26.0,109642.01,-1.07,-3.82,28.296,30.645,29.653,91983.2,123612.91,137939.84,3.75
2015-06-24,27.6,28.5,28.05,27.48,100785.98,0.87,3.2,29.168,31.333,29.708,88217.07,139552.02,141688.41,3.45
2015-06-23,26.8,28.8,27.19,25.31,86795.67,-0.88,-3.13,30.028,31.862,29.788,98686.0,149917.27,146559.61,2.97
2015-06-19,30.98,30.98,28.07,28.07,76310.31,-3.12,-10.0,30.928,32.174,29.925,121200.77,159224.51,149810.81,2.61
2015-06-18,30.94,32.89,31.2,30.38,86382.05,-0.12,-0.38,32.356,32.186,29.998,137903.89,165522.67,156464.42,2.96
2015-06-17,31.45,32.2,31.33,29.8,90811.36,-1.03,-3.18,32.994,31.766,29.849,155242.62,165774.07,158204.82,3.11
2015-06-16,30.48,33.48,32.35,29.61,153130.61,0.66,2.08,33.498,31.375,29.565,190886.97,168659.0,161871.41,5.24
2015-06-15,34.99,34.99,31.69,31.69,199369.53,-3.52,-10.0,33.696,30.964,29.114,201148.55,164608.26,158362.17,6.82
2015-06-12,34.69,35.98,35.21,34.01,159825.88,0.82,2.38,33.42,30.513,28.683,197248.25,154480.41,153888.0,5.47
2015-06-11,33.17,34.98,34.39,32.51,173075.73,0.54,1.59,32.016,29.572,28.036,193141.45,151337.71,151428.57,5.92
2015-06-10,34.1,36.35,33.85,32.23,269033.12,0.51,1.53,30.538,28.66,27.424,176305.53,152266.76,149078.5,9.21
2015-06-09,30.46,33.34,33.34,30.46,204438.47,3.03,10.0,29.252,28.082,26.77,146431.02,143824.79,139248.67,7.0
2015-06-08,28.4,30.9,30.31,28.4,179868.05,2.12,7.52,28.232,27.714,26.164,128067.98,143201.95,133185.54,6.16
2015-06-05,27.37,28.35,28.19,27.37,139291.88,1.19,4.41,27.606,27.675,25.677,111712.57,140397.1,128138.18,4.77
2015-06-04,27.42,27.55,27.0,25.0,88896.11,-0.42,-1.53,27.128,27.81,25.268,109533.97,147406.17,125636.02,3.04
2015-06-03,28.25,28.5,27.42,26.62,119660.61,-0.82,-2.9,26.782,27.932,24.858,128227.99,150635.57,124643.79,4.1
2015-06-02,27.5,28.59,28.24,27.4,112623.23,1.06,3.9,26.912,27.755,24.46,141218.55,155083.83,122956.92,3.86
2015-06-01,25.86,27.79,27.18,25.86,98091.02,1.38,5.35,27.196,27.263,24.085,158335.93,152116.08,121744.71,3.36
2015-05-29,25.5,26.58,25.8,23.7,128398.88,0.53,2.1,27.744,26.852,23.838,169081.63,153295.6,119753.75,4.4
2015-05-28,27.95,27.95,25.27,25.26,182366.2,-2.8,-9.97,28.492,26.5,23.673,185278.38,151519.43,117932.57,6.24
2015-05-27,29.66,29.66,28.07,27.95,184613.42,-1.59,-5.36,29.082,26.187,23.514,173043.16,145890.24,112643.52,6.32
2015-05-26,29.92,30.3,29.66,28.7,198210.12,-0.26,-0.87,28.598,25.458,23.198,168949.11,134672.56,108947.78,6.78
2015-05-25,29.3,30.3,29.92,28.1,151819.52,0.38,1.29,27.33,24.613,22.861,145896.23,123169.14,107003.53,5.2
2015-05-22,29.87,30.99,29.54,28.53,209382.62,1.32,4.68,25.96,23.679,22.44,137509.57,115879.26,104078.16,7.17
2015-05-21,27.5,28.22,28.22,26.5,121190.11,2.57,10.02,24.508,22.725,22.053,117760.48,103865.87,98766.2,4.15
2015-05-20,24.1,25.65,25.65,24.1,164143.16,2.33,9.99,23.292,21.784,21.733,118737.32,98652.0,99743.64,5.62
2015-05-19,23.68,23.69,23.32,22.47,82945.73,0.25,1.08,22.318,21.166,21.536,100396.01,90830.02,97087.92,2.84
2015-05-18,22.28,24.45,23.07,22.08,109886.22,0.79,3.55,21.896,20.906,21.434,100442.05,91373.34,101965.14,3.76
2015-05-15,22.35,22.51,22.28,21.57,110637.16,0.14,0.63,21.398,20.824,21.383,94248.95,86211.91,106809.49,3.79
2015-05-14,20.84,22.59,22.14,20.72,126074.32,1.36,6.54,20.942,20.845,21.418,89971.27,84345.72,112331.15,4.32
2015-05-13,21.21,21.21,20.78,20.7,72436.6,-0.43,-2.03,20.276,20.84,21.53,78566.68,79396.81,118543.01,2.48
2015-05-12,20.78,21.47,21.21,20.4,83175.93,0.63,3.06,20.014,20.937,21.653,81264.03,83223.0,122655.85,2.85
2015-05-11,20.31,20.84,20.58,20.15,78920.74,0.58,2.9,19.916,21.108,21.649,82304.64,90837.92,127088.19,2.7
2015-05-08,19.1,20.18,20.0,19.1,89248.75,1.19,6.33,20.25,21.2,21.591,78174.86,92277.06,128790.26,3.05
2015-05-07,19.56,19.6,18.81,18.59,69051.38,-0.66,-3.39,20.748,21.381,21.572,78720.17,93666.53,133483.77,2.36
2015-05-06,20.85,21.0,19.47,19.25,85923.34,-1.25,-6.03,21.404,21.682,21.553,80226.93,100835.28,137917.5,2.94
2015-05-05,22.41,22.48,20.72,20.33,88378.98,-1.53,-6.88,21.86,21.906,21.456,85181.97,103345.82,139744.93,3.03
2015-05-04,22.2,22.55,22.25,21.83,58271.87,-0.24,-1.07,22.3,21.961,21.253,99371.2,112556.94,139924.12,1.99
2015-04-30,22.2,22.8,22.49,22.2,91975.28,0.4,1.81,22.15,21.942,20.963,106379.26,127407.07,140327.35,3.15
2015-04-29,21.73,22.54,22.09,21.02,76585.19,0.34,1.56,22.014,21.99,20.653,108612.9,140316.57,139159.05,2.62
2015-04-28,22.93,23.1,21.75,21.47,110698.53,-1.17,-5.11,21.96,22.219,20.357,121443.63,157689.21,139553.18,3.79
2015-04-27,22.56,23.65,22.92,22.56,159325.12,1.42,6.61,21.952,22.368,20.09,121509.68,162088.7,138272.77,5.45
2015-04-24,21.82,21.82,21.5,21.0,93312.18,-0.31,-1.42,21.622,22.189,19.733,125742.68,163338.46,136324.12,3.19
2015-04-23,22.0,22.4,21.81,21.72,103143.46,-0.01,-0.05,21.734,21.982,19.404,148434.88,165303.46,135902.4,3.53
2015-04-22,21.9,22.3,21.82,21.58,140738.84,0.11,0.51,21.966,21.763,19.079,172020.25,173301.02,135603.95,4.82
2015-04-21,21.0,21.97,21.71,20.8,111028.8,0.44,2.07,22.478,21.423,18.772,193934.8,174999.73,136236.51,3.8
2015-04-20,21.7,22.78,21.27,20.24,180490.12,-0.79,-3.58,22.784,21.006,18.455,202667.73,176144.03,135158.14,6.18
2015-04-17,22.6,23.97,22.06,21.8,206773.17,-0.91,-3.96,22.756,20.545,18.159,200934.24,167291.31,129973.64,7.08
2015-04-16,24.63,25.21,22.97,21.94,221070.31,-1.41,-5.78,22.23,19.983,17.825,182172.04,153247.63,124317.19,7.57
2015-04-15,23.45,25.56,24.38,23.4,250311.59,1.14,4.91,21.56,19.315,17.442,174581.78,138001.54,119340.61,8.57
2015-04-14,21.45,23.24,23.24,21.45,154693.44,2.11,9.99,20.368,18.494,16.982,156064.66,121417.14,114763.57,5.3
2015-04-13,19.6,21.3,21.13,19.5,171822.69,1.7,8.75,19.228,17.812,16.563,149620.34,114456.84,111752.31,5.88
